NPDESID_PFID,NPDES_ID,PERMITTING_STATE,AGENCY_TYPE_CODE,FACILITY_UIN,FACILITY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_ADDRESS_TEXT,FACILITY_CITY,COUNTY_CODE,STATE_CODE,EPA_REGION_CODE,FACILITY_TYPE_CODE,FACILITY_LAT,FACILITY_LON,PERMIT_NAME,VERSION_NMBR,PERMIT_TYPE_CODE,EFFECTIVE_DATE,EXPIRATION_DATE,PERMIT_STATUS_CODE,FACILITY_TYPE_INDICATOR,MAJOR_MINOR_STATUS_FLAG,PERMIT_TRACKING,PT_START_DATE,DMR_TRACKING,DMR_NR_START_DATE,PERMIT_DESIGN_FLOW,PERMIT_AVG_FLOW,PERM_FEATURE_NMBR,PERM_FEATURE_TEXT,PF_LAT,PF_LON,PF_CHARACTER,PERM_FEATURE_TYPE_CODE,PF_STATE_WATERBODY_NAME,PF_STATE_AUTO_NAME,PF_REACH_ID,IN_ICIS,ECHO_DFR_LINK
IN0032875016,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,16,"CSO - Foster Park, north bank, 230' W of Washington St",40.484194,-86.134889,CSO|SW,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875017,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,17,,40.483833,-86.136139,CLS,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875018,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,18,"CSO - Foster Park, north bank, 410' W of McCann St",40.48375,-86.140444,CSO|SW,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875019,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,19,,40.483806,-86.137417,CLS,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875020,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,20,,40.483861,-86.138028,CLS,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875022,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,22,CSO - Phillips St North Bank,40.481583,-86.145833,CSO|SW,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875027,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,27,Treated combined sewage when influent exceeds 40 MGD,40.472556,-86.150306,TCS,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875029,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,29,,40.47225,-86.150222,CLS,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875030,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,30,,40.47175,-86.145694,CLS,EXO,WILDCAT CR TO WABASH RIVER,Kokomo Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875031,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,31,,40.471333,-86.1445,CLS,EXO,WILDCAT CR TO WABASH RIVER,Kokomo Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875032,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,32,,40.463917,-86.141139,CLS,EXO,WILDCAT CR TO WABASH RIVER,Kokomo Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875033,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,33,,40.463139,-86.139528,CLS,EXO,WILDCAT CR TO WABASH RIVER,Kokomo Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875034,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,34,,40.462333,-86.137722,CLS,EXO,WILDCAT CR TO WABASH RIVER,Kokomo Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875035,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,35,,40.4235,-86.126694,CLS,EXO,WILDCAT CR TO WABASH RIVER,East Fork Little Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875037,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,37,,40.470556,-86.147222,CLS,EXO,WILDCAT CR TO WABASH RIVER,Kokomo Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875041,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,41,CSO - NE Bank at Conrail Trestle,40.482222,-86.121694,CSO,EXO,,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875042,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,42,,40.424444,-86.123611,CLS,EXO,WILDCAT CR TO WABASH RIVER,East Fork Little Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875045,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,45,,,,CLS,EXO,WILDCAT CR TO WABASH RIVER,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875046,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,46,,40.483056,-86.117222,CLS,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875048,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,48,,40.48,-86.148611,CLS,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875049,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,49,CSO - Faye Beal Ditch,40.481639,-86.159167,CSO|SW,EXO,WILDCAT CR TO WABASH RIVER,Wildcat Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032875050,IN0032875,IN,ST6,1.10001E+11,KOKOMO WWTP,1501 W MARKLAND AVE,,KOKOMO,IN067,IN,5,MWD,40.476111,-86.151222,"KOKOMO WWTP, CITY OF",0,NPD,12/1/21,11/30/26,EFF,POTW,M,Y,12/1/21,Y,12/1/21,40,13,50,CSO - Highland Park Lift Station (Old Park Rd),40.471111,-86.148611,CSO,EXO,WILDCAT CR TO WABASH RIVER,Kokomo Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000574496
IN0032956004,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,4,,37.961028,-87.570056,CLS,EXO,OHIO RIVER,Ohio River,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956005,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,5,,37.951889,-87.551417,CLS,EXO,OHIO RIVER,Eagle Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956006,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,6,CSO - Fulton Ave Pumping Station,37.973583,-87.581778,CSO|DSW|SW,EXO,OHIO RIVER,Ohio River,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956008,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,8,,37.966806,-87.573417,CLS,EXO,OHIO RIVER,Ohio River,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956009,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,9,Closed CSO,37.975278,-87.585583,CLS,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956010,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,10,,37.969944,-87.576639,CLS,EXO,OHIO RIVER,Ohio River,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956011,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,11,,37.995111,-87.527028,CLS,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956012,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,12,CSO - Maryland St west bank,37.985639,-87.590833,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956013,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,13,CSO - Delaware St (Extended),37.982917,-87.587278,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956014,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,14,CSO - Dresden St (extended),37.993778,-87.589111,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956015,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,15,CSO - 7th Ave East,37.975278,-87.585472,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956016,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,16,CSO - Franklin St,37.980306,-87.587611,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956017,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,17,CSO - 6th Ave (extended),38.00125,-87.583306,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956018,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,18,CSO - Oakley St,37.993083,-87.573556,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956020,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,20,CSO - 9th Ave,37.976833,-87.592167,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956022,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,22,CSO - St Joseph St,37.973083,-87.600389,CSO|DSW|SW,EXO,OHIO RIVER,Ohio River,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956024,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,24,CSO - Baker St,37.994528,-87.5675,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956025,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,25,CSO - Diamond Ave,37.999139,-87.565972,CSO|DSW|SW,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956026,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,26,,37.994389,-87.567806,CLS,EXO,OHIO RIVER,Pigeon Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956037,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,37,,,,CLS,EXO,OHIO RIVER,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956038,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,38,,37.965139,-87.572083,CLS,EXO,OHIO RIVER,Ohio River,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956039,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,39,,37.956333,-87.567306,CLS,EXO,OHIO RIVER,Eagle Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032956123,IN0032956,IN,ST6,1.10012E+11,EVANSVILLE WESTSIDE WWTP,900 S TEKOPPEL AVE,,EVANSVILLE,IN163,IN,5,MWD,37.966333,-87.617667,EVANSVILLE WEST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,30,21.7,123,CSO,,,CLS,EXO,OHIO RIVER,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110011998838
IN0032964002,IN0032964,IN,ST6,1.10001E+11,CRAWFORDSVILLE WWTP,515 BLUFF ST,SUGAR CREEK,CRAWFORDSVILLE,IN107,IN,5,MWD,40.046361,-86.911417,"CRAWFORDSVILLE WWTP, CITY OF",0,NPD,12/1/19,11/30/24,ADC,POTW,M,Y,12/1/19,Y,12/1/19,4.7,2,2,,40.047083,-86.900833,CLS,EXO,OR/WABASH RIVER/SUGAR CREEK,Sugar Creek,5.12011E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000732093
IN0032964003,IN0032964,IN,ST6,1.10001E+11,CRAWFORDSVILLE WWTP,515 BLUFF ST,SUGAR CREEK,CRAWFORDSVILLE,IN107,IN,5,MWD,40.046361,-86.911417,"CRAWFORDSVILLE WWTP, CITY OF",0,NPD,12/1/19,11/30/24,ADC,POTW,M,Y,12/1/19,Y,12/1/19,4.7,2,3,,,,CLS,EXO,OR/WABASH RIVER/SUGAR CREEK,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000732093
IN0032964004,IN0032964,IN,ST6,1.10001E+11,CRAWFORDSVILLE WWTP,515 BLUFF ST,SUGAR CREEK,CRAWFORDSVILLE,IN107,IN,5,MWD,40.046361,-86.911417,"CRAWFORDSVILLE WWTP, CITY OF",0,NPD,12/1/19,11/30/24,ADC,POTW,M,Y,12/1/19,Y,12/1/19,4.7,2,4,,,,CLS,EXO,OR/WABASH RIVER/SUGAR CREEK,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000732093
IN0032972002,IN0032972,IN,ST6,1.10001E+11,SPEEDWAY WWTP,4251 W VERMONT ST,(LOWER EAGLE CREEK),SPEEDWAY,IN097,IN,5,MWD,39.770694,-86.232306,SPEEDWAY WWTP,0,NPD,12/1/22,11/30/27,EFF,POTW,M,Y,12/1/22,Y,12/1/22,7.5,,2,CSO - at Headworks of WWTP - Discharge prohibited,39.770278,-86.233083,CSO|DSW|SW,EXO,EAGLE CR TO W FK WHITE RIVER,Eagle Creek,5.1202E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110000761710
IN0033073001,IN0033073,IN,ST6,1.10003E+11,EVANSVILLE EASTSIDE WWTP,1500 WATERWORKS RD,,EVANSVILLE,IN163,IN,5,MWD,37.954444,-87.56825,EVANSVILLE EAST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,18,12.7,1,CSO - Bee Slough / Kentucky Ave,37.948444,-87.558389,CSO|DSW|SW,EXO,OHIO RIVER,Eagle Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110003090315
IN0033073002,IN0033073,IN,ST6,1.10003E+11,EVANSVILLE EASTSIDE WWTP,1500 WATERWORKS RD,,EVANSVILLE,IN163,IN,5,MWD,37.954444,-87.56825,EVANSVILLE EAST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,18,12.7,2,CSO - Bee Slough / Cass Ave,37.953833,-87.564194,CSO|DSW|SW,EXO,OHIO RIVER,Eagle Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110003090315
IN0033073004,IN0033073,IN,ST6,1.10003E+11,EVANSVILLE EASTSIDE WWTP,1500 WATERWORKS RD,,EVANSVILLE,IN163,IN,5,MWD,37.954444,-87.56825,EVANSVILLE EAST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,18,12.7,4,CSO - Bee Slough,37.961028,-87.570056,CSO|DSW|SW,EXO,OHIO RIVER,Ohio River,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110003090315
IN0033073005,IN0033073,IN,ST6,1.10003E+11,EVANSVILLE EASTSIDE WWTP,1500 WATERWORKS RD,,EVANSVILLE,IN163,IN,5,MWD,37.954444,-87.56825,EVANSVILLE EAST WWTP,0,NPD,2/1/22,1/31/27,EFF,POTW,M,Y,2/1/22,Y,2/1/22,18,12.7,5,,37.950667,-87.5515,CLS,EXO,OHIO RIVER,Eagle Creek,5.1402E+12,YES,https://echo.epa.gov/detailed-facility-report?fid=110003090315
