NPDESID_PFID,NPDES_ID,PERMITTING_STATE,AGENCY_TYPE_CODE,FACILITY_UIN,FACILITY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_ADDRESS_TEXT,FACILITY_CITY,COUNTY_CODE,STATE_CODE,EPA_REGION_CODE,FACILITY_TYPE_CODE,FACILITY_LAT,FACILITY_LON,PERMIT_NAME,VERSION_NMBR,PERMIT_TYPE_CODE,EFFECTIVE_DATE,EXPIRATION_DATE,PERMIT_STATUS_CODE,FACILITY_TYPE_INDICATOR,MAJOR_MINOR_STATUS_FLAG,PERMIT_TRACKING,PT_START_DATE,DMR_TRACKING,DMR_NR_START_DATE,PERMIT_DESIGN_FLOW,PERMIT_AVG_FLOW,PERM_FEATURE_NMBR,PERM_FEATURE_TEXT,PF_LAT,PF_LON,PF_CHARACTER,PERM_FEATURE_TYPE_CODE,PF_STATE_WATERBODY_NAME,PF_STATE_AUTO_NAME,PF_REACH_ID,IN_ICIS,ECHO_DFR_LINK
NY0026158013,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,13,,40.7394444,-73.952777,CSO,EXO,Newtown Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158014,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,14,,40.7397222,-73.955,CSO,EXO,Newtown Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158015,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,15,,40.7394444,-73.957777,CSO,EXO,Newtown Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158016,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,16,,40.7436111,-73.960277,CLS,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158017,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,17,,40.7444444,-73.959444,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158018,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,18,,40.7463888,-73.959166,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158021,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,21,,40.7480555,-73.955277,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158022,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,22,,40.7494444,-73.955555,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158023,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,23,,40.7538888,-73.9525,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158024,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,24,,40.7561111,-73.950833,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158025,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,25,,40.7430555,-73.940277,CSO,EXO,Dutch Kills,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158026,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,26,,40.7602777,-73.946944,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158027,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,27,,40.7613888,-73.945833,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158028,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,28,,40.7686111,-73.937777,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158029,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,29,,40.7711111,-73.935,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158030,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,30,,40.7744444,-73.937777,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158032,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,32,,40.7758333,-73.936944,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158033,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,33,,40.7769444,-73.928333,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158034,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,34,,40.7827777,-73.92,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158035,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,35,,40.7838888,-73.918333,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158036,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,36,,40.7861111,-73.916111,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158037,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,37,,40.7408333,-73.940833,CSO,EXO,Dutch Kills,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158040,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,40,,40.7802777,-73.9025,CSO,EXO,Luyster Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158041,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,41,,40.7383333,-73.945277,CSO,EXO,Dutch Kills,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158042,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,42,,40.7394444,-73.952222,CSO,EXO,Newtown Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158043,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,43,,40.7763888,-73.930277,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158045,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,45,,40.7861111,-73.915555,CSO,EXO,Hell Gate,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158046,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,46,,40.7686111,-73.958888,CLS,EXO,East Channel,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158047,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,47,,40.7658333,-73.961666,CLS,EXO,East Channel,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158049,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,49,,40.7527777,-73.957222,CLS,EXO,East Channel,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158053,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,53,,40.7425,-73.961111,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158054,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,54,,40.7686111,-73.958888,CSO,EXO,East Channel,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158055,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,55,,40.7658333,-73.961666,CSO,EXO,East Channel,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158056,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,56,,40.7527777,-73.957222,CSO,EXO,East Channel,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026158057,NY0026158,NY,ST6,1.10001E+11,NYCDEP - BOWERY BAY WRRF,43-10 BERRIAN BLVD,,ASTORIA,NY081,NY,2,MWD,40.78,-73.894444,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,150,,57,,40.7425,-73.961111,CSO,EXO,East River,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110000915172
NY0026166002,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,2,CSO OUTFALL,40.6441666,-74.031388,CSO,EXO,Upper New York Bay,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166003,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,3,CSO OUTFALL,40.6527777,-74.021388,CSO,EXO,Upper New York Bay,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166004,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,4,CSO OUTFALL,40.6555555,-74.016944,CSO,EXO,Upper New York Bay,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166005,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,5,CSO OUTFALL,40.6780555,-73.988888,CSO,EXO,Gowanus Canal,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166006,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,6,CSO OUTFALL,40.6675,-74.000555,CSO,EXO,Gowanus Canal,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166007,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,7,CSO OUTFALL,40.6755555,-73.990833,CSO,EXO,Gowanus Canal,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166015,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,15,CSO OUTFALL,40.6005555,-74.010416,CSO,EXO,Gravesend Bay,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166017,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,17,CSO OUTFALL,40.6205555,-74.041666,CSO,EXO,Upper New York Bay,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166018,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,18,CSO OUTFALL,40.6316666,-74.040277,CSO,EXO,Upper New York Bay,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166019,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,19,CSO OUTFALL,40.6369444,-74.037777,CSO,EXO,Upper New York Bay,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166020,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,20,CSO OUTFALL,40.6391666,-74.036666,CSO,EXO,Upper New York Bay,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166021,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,21,CSO OUTFALL,40.5833333,-73.983888,CSO,EXO,Coney Island Creek,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166022,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,22,CSO OUTFALL,40.66,-74.008055,CSO,EXO,Gowanus Canal,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166024,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,24,CSO OUTFALL,40.6636111,-74.000277,CSO,EXO,Gowanus Canal,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166025,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,25,CSO OUTFALL,40.6619444,-74.006388,CSO,EXO,Gowanus Canal,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026166026,NY0026166,NY,ST6,1.1001E+11,NYCDEP - OWLS HEAD WPCP,6700 SHORE ROAD,,BROOKLYN,NY047,NY,2,MWD,40.642639,-74.033972,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,120,,26,CSO OUTFALL,40.6641666,-74.016388,CSO,EXO,Gowanus Canal,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110010296036
NY0026182004,NY0026182,NY,ST6,1.10004E+11,NYCDEP - CONEY ISLAND WRRF,2591 KNAPP STREET,,BROOKLYN,NY047,NY,2,MWD,40.590833,-73.933722,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,110,,4,CSO OUTFALL,40.6316666,-73.9175,CSO,EXO,Paerdegat Basin,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110004332464
NY0026182005,NY0026182,NY,ST6,1.10004E+11,NYCDEP - CONEY ISLAND WRRF,2591 KNAPP STREET,,BROOKLYN,NY047,NY,2,MWD,40.590833,-73.933722,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,110,,5,CSO OUTFALL,40.6319444,-73.916944,CSO,EXO,Paerdegat Basin,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110004332464
NY0026182006,NY0026182,NY,ST6,1.10004E+11,NYCDEP - CONEY ISLAND WRRF,2591 KNAPP STREET,,BROOKLYN,NY047,NY,2,MWD,40.590833,-73.933722,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,110,,6,CSO OUTFALL,40.6311111,-73.917222,CSO,EXO,Paerdegat Basin,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110004332464
NY0026182008A,NY0026182,NY,ST6,1.10004E+11,NYCDEP - CONEY ISLAND WRRF,2591 KNAPP STREET,,BROOKLYN,NY047,NY,2,MWD,40.590833,-73.933722,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,110,,008A,CSO OUTFALL,40.63,-73.915833,TCS,EXO,Paerdegat Basin,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110004332464
NY0026182008B,NY0026182,NY,ST6,1.10004E+11,NYCDEP - CONEY ISLAND WRRF,2591 KNAPP STREET,,BROOKLYN,NY047,NY,2,MWD,40.590833,-73.933722,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,110,,008B,CSO OUTFALL,40.63,-73.915833,TCS,EXO,Paerdegat Basin,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110004332464
NY0026182008C,NY0026182,NY,ST6,1.10004E+11,NYCDEP - CONEY ISLAND WRRF,2591 KNAPP STREET,,BROOKLYN,NY047,NY,2,MWD,40.590833,-73.933722,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,110,,008C,CSO OUTFALL,40.63,-73.915833,TCS,EXO,Paerdegat Basin,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110004332464
NY0026182008D,NY0026182,NY,ST6,1.10004E+11,NYCDEP - CONEY ISLAND WRRF,2591 KNAPP STREET,,BROOKLYN,NY047,NY,2,MWD,40.590833,-73.933722,NYC DEPT OF ENVIR PROTECTION,0,NPD,7/1/22,6/30/27,EFF,POTW,M,Y,7/1/22,Y,7/1/22,110,,008D,CSO OUTFALL,40.63,-73.915833,TCS,EXO,Paerdegat Basin,,,YES,https://echo.epa.gov/detailed-facility-report?fid=110004332464
