"","FACILITY_NAME","LOCATION_ADDRESS","FACILITY_CITY","STATE_CODE","PERMIT_DESIGN_FLOW","PERMIT_AVG_FLOW","SF","SN_C","geometry"
"180","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.044998, 38.928612)
"181","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.045555, 38.92889)
"182","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.046944, 38.930557)
"183","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.04583, 38.935276)
"184","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.043335, 38.936111)
"185","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.039719, 38.9375)
"186","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.038612, 38.936668)
"187","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.056389, 38.903889)
"188","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.053055, 38.90889)
"189","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.054443, 38.908611)
"190","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.027778, 38.921667)
"191","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.050552, 38.909443)
"192","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.051109, 38.917221)
"193","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.0525, 38.921667)
"194","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.050278, 38.921112)
"195","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,"District of Columbia",1,c(-77.037498, 38.965557)
"196","D.C. WASA (BLUE PLAINS)","5000 OVERLOOK AVE, SW","WASHINGTON","DC",370,NA,NA,NA,c(-77.0514, 38.9107)
"197","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5293416, 39.7390401)
"198","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5366449, 39.742112)
"199","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5373138, 39.7441344)
"200","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5382348, 39.7450479)
"201","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5395901, 39.7484589)
"202","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5410477, 39.7501133)
"203","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5450704, 39.7505811)
"204","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,NA,NA,c(-75.5481654, 39.7520571)
"205","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5552094, 39.7369183)
"206","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5545216, 39.7367835)
"207","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5536373, 39.7367168)
"208","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5410159, 39.7349073)
"209","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5350684, 39.728309)
"210","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5452924, 39.7329765)
"211","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5528146, 39.7363881)
"212","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5520174, 39.7360841)
"213","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5488024, 39.7347213)
"214","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5449977, 39.7342905)
"215","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5442353, 39.7343804)
"216","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5396954, 39.7362817)
"217","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.540904, 39.7357481)
"218","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5375938, 39.7403366)
"219","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5376366, 39.7415373)
"220","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.538036, 39.743841)
"221","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5391446, 39.7451698)
"222","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5396647, 39.7457559)
"223","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5402302, 39.7470764)
"224","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5415695, 39.7495092)
"225","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,NA,NA,c(-75.5439316, 39.7501759)
"226","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,NA,NA,c(-75.5478346, 39.7512667)
"227","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,NA,NA,c(-75.5510528, 39.7547862)
"228","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,NA,NA,c(-75.5549289, 39.7584333)
"229","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5541153, 39.7579682)
"230","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5817588, 39.7490627)
"231","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5848079, 39.7418051)
"232","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5786843, 39.7404047)
"233","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5615705, 39.725766)
"234","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,"Delaware",1,c(-75.5208958, 39.7517547)
"235","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,NA,NA,c(-75.5610171, 39.7627599)
"236","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,NA,NA,c(-75.5655778, 39.7690559)
"237","CITY OF WILMINGTON REGIONAL WWTP","12TH STREET & HAY ROAD","WILMINGTON","DE",NA,NA,NA,NA,c(-75.5500001, 39.7541365)
"238","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.992876, 32.485653)
"239","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.992778, 32.481944)
"240","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.993333, 32.476417)
"241","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.993806, 32.474583)
"242","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.995056, 32.4725)
"243","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.996222, 32.468361)
"244","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.996528, 32.466611)
"245","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.997278, 32.462639)
"246","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.995712, 32.457974)
"247","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.992278, 32.451083)
"248","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.987361, 32.448222)
"249","COLUMBUS WATER WORKS (COLUMBUS CSO)","MULTIPLE LOCATIONS","COLUMBUS","GA",76,32.3,"Georgia",1,c(-84.981944, 32.445833)
"250","ALBANY, CITY OF (ALBANY CSO)","2726 JOSHUA ST","ALBANY","GA",34.5,1.414,"Georgia",1,c(-84.140586, 31.539606)
"251","ALBANY, CITY OF (ALBANY CSO)","2726 JOSHUA ST","ALBANY","GA",34.5,1.414,"Georgia",1,c(-84.148579, 31.564324)
"252","ALBANY, CITY OF (ALBANY CSO)","2726 JOSHUA ST","ALBANY","GA",34.5,1.414,"Georgia",1,c(-84.147639, 31.50732)
"253","ALBANY, CITY OF (ALBANY CSO)","2726 JOSHUA ST","ALBANY","GA",34.5,1.414,"Georgia",1,c(-84.148049, 31.572324)
"254","ALBANY, CITY OF (ALBANY CSO)","2726 JOSHUA ST","ALBANY","GA",34.5,1.414,"Georgia",1,c(-84.148372, 31.573919)
"255","ALBANY, CITY OF (ALBANY CSO)","2726 JOSHUA ST","ALBANY","GA",34.5,1.414,"Georgia",1,c(-84.148606, 31.580758)
"256","ALBANY, CITY OF (ALBANY CSO)","2726 JOSHUA ST","ALBANY","GA",34.5,1.414,"Georgia",1,c(-84.145661, 31.590229)
"257","ALBANY, CITY OF (ALBANY CSO)","2726 JOSHUA ST","ALBANY","GA",34.5,1.414,"Georgia",1,c(-84.143949, 31.595239)
"258","ALBANY, CITY OF (ALBANY CSO)","2726 JOSHUA ST","ALBANY","GA",34.5,1.414,"Georgia",1,c(-84.147722, 31.570917)
"259","ATLANTA, CITY OF (EAST AREA CSO)","MULTIPLE LOCATIONS","ATLANTA","GA",20,11.6,"Georgia",1,c(-84.336667, 33.703797)
"260","ATLANTA, CITY OF (EAST AREA CSO)","MULTIPLE LOCATIONS","ATLANTA","GA",20,11.6,"Georgia",1,c(-84.336667, 33.703797)
"261","ATLANTA, CITY OF (WEST AREA CSO)","MULTIPLE LOCATIONS","ATLANTA","GA",85,44.93,NA,NA,c(-84.453356, 33.826445)
"262","ATLANTA, CITY OF (WEST AREA CSO)","MULTIPLE LOCATIONS","ATLANTA","GA",85,44.93,NA,NA,c(-84.369951, 33.790467)
"263","ATLANTA, CITY OF (WEST AREA CSO)","MULTIPLE LOCATIONS","ATLANTA","GA",85,44.93,"Georgia",1,c(-84.425116, 33.76874)
"264","ATLANTA, CITY OF (WEST AREA CSO)","MULTIPLE LOCATIONS","ATLANTA","GA",85,44.93,NA,NA,c(-84.396603, 33.799874)
"265","SPENCER, CITY OF STP","400 10TH AVE SE","SPENCER","IA",6.5,3.7,NA,NA,c(-95.14833, 43.13694)
"266","MUSCATINE CITY OF STP","1202 MUSSER STREET","MUSCATINE","IA",16.9,10.3,"Iowa",1,c(-91.04289, 41.42031)
"267","MUSCATINE CITY OF STP","1202 MUSSER STREET","MUSCATINE","IA",16.9,10.3,"Iowa",1,c(-91.0533, 41.41507)
"268","MUSCATINE CITY OF STP","1202 MUSSER STREET","MUSCATINE","IA",16.9,10.3,"Iowa",1,c(-91.03687, 41.42326)
"269","MUSCATINE CITY OF STP","1202 MUSSER STREET","MUSCATINE","IA",16.9,10.3,"Iowa",1,c(-91.03777, 41.43386)
"270","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.33338, 40.62244)
"271","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.30438, 40.62853)
"272","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.30625, 40.62851)
"273","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.30818, 40.62844)
"274","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.31006, 40.62836)
"275","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.31176, 40.62832)
"276","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.31315, 40.62825)
"277","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.31552, 40.62816)
"278","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.31741, 40.62794)
"279","FORT MADISON CITY OF STP","1621 20TH STREET","FORT MADISON","IA",9.3,7.29,NA,NA,c(-91.32066, 40.62693)
"280","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,"Iowa",1,c(-90.20742, 41.82114)
"281","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,"Iowa",1,c(-90.20355, 41.82338)
"282","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,"Iowa",1,c(-90.19445, 41.82576)
"283","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,"Iowa",1,c(-90.19303, 41.82633)
"284","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,"Iowa",1,c(-90.18411, 41.84546)
"285","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,NA,NA,c(-90.18255, 41.85855)
"286","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,NA,NA,c(-90.182, 41.86092)
"287","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,NA,NA,c(-90.17748, 41.86419)
"288","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,NA,NA,c(-90.17606, 41.86584)
"289","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,NA,NA,c(-90.17463, 41.87143)
"290","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,NA,NA,c(-90.17301, 41.87262)
"291","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,"Iowa",1,c(-90.18443, 41.84311)
"292","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,NA,NA,c(-90.18375, 41.85328)
"293","CLINTON CITY OF STP","1901 BEAVER CHANNEL PARKWAY","CLINTON","IA",17,12,NA,NA,c(-90.18375, 41.85328)
"294","KEOKUK CITY OF STP","1000 MISSISSIPPI DRIVE","KEOKUK","IA",7.5,5,"Iowa",1,c(-91.38593, 40.38854)
"295","KEOKUK CITY OF STP","1000 MISSISSIPPI DRIVE","KEOKUK","IA",7.5,5,"Iowa",1,c(-91.39394, 40.39215)
"296","KEOKUK CITY OF STP","1000 MISSISSIPPI DRIVE","KEOKUK","IA",7.5,5,"Iowa",1,c(-91.39371, 40.38984)
"297","KEOKUK CITY OF STP","1000 MISSISSIPPI DRIVE","KEOKUK","IA",7.5,5,"Iowa",1,c(-91.38184, 40.38927)
"298","KEOKUK CITY OF STP","1000 MISSISSIPPI DRIVE","KEOKUK","IA",7.5,5,"Iowa",1,c(-91.39658, 40.3939)
"299","KEOKUK CITY OF STP","1000 MISSISSIPPI DRIVE","KEOKUK","IA",7.5,5,"Iowa",1,c(-91.39569, 40.38824)
"300","KEOKUK CITY OF STP","1000 MISSISSIPPI DRIVE","KEOKUK","IA",7.5,5,"Iowa",1,c(-91.37788, 40.39189)
"301","KEOKUK CITY OF STP","1000 MISSISSIPPI DRIVE","KEOKUK","IA",7.5,5,"Iowa",1,c(-91.378, 40.39108)
"302","KEOKUK CITY OF STP","1000 MISSISSIPPI DRIVE","KEOKUK","IA",7.5,5,"Iowa",1,c(-91.37933, 40.39024)
"303","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.56368, 41.57347)
"304","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.6116, 41.57958)
"305","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.55702, 41.57092)
"306","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.6116, 41.57961)
"307","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.6116, 41.57961)
"308","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.6116, 41.57961)
"309","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61159, 41.5796)
"310","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61086, 41.58019)
"311","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61086, 41.58019)
"312","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61086, 41.58019)
"313","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61086, 41.58019)
"314","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61107, 41.60975)
"315","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.62028, 41.61235)
"316","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.62028, 41.61235)
"317","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.62028, 41.61235)
"318","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.62028, 41.61235)
"319","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.64506, 41.58246)
"320","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61162, 41.57959)
"321","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61432, 41.60016)
"322","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61432, 41.60016)
"323","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,"Iowa",1,c(-93.61432, 41.60016)
"324","DES MOINES METROPOLITAN WRF","3000 VANDALIA ROAD","DES MOINES","IA",200,134,NA,NA,c(-93.62841, 41.61419)
"325","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.40735, 41.00976)
"326","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.40707, 41.00958)
"327","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.4021, 41.00239)
"328","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.40296, 40.99477)
"329","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.40153, 41.00546)
"330","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.39004, 41.00206)
"331","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.42861, 41.0068)
"332","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.42022, 41.00893)
"333","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,NA,NA,c(-92.3975, 41.04836)
"334","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.38321, 41.00182)
"335","OTTUMWA CITY OF STP","2222 S EMMA ST","OTTUMWA","IA",12.5,10,"Iowa",1,c(-92.38384, 41.00141)
"336","PARIS STP, CITY OF ","929 CLINTON ROAD","PARIS","IL",4,1.4,"Illinois",1,c(-87.682222, 39.619444)
"337","HARTFORD CSO OUTFALL, VILLAGE OF","103 OLD ST. LOUIS ROAD","HARTFORD","IL",NA,NA,NA,NA,c(-90.105833, 38.833333)
"338","LEROY STP, CITY OF","701 SOUTH EAST STREET","LEROY, TOWNSHIP OF","IL",1.643,0.657,NA,NA,c(-88.752778, 40.338889)
"339","LEROY STP, CITY OF","701 SOUTH EAST STREET","LEROY, TOWNSHIP OF","IL",1.643,0.657,NA,NA,c(-88.756111, 40.341667)
"340","FAIRBURY STP, CITY OF","1000 EAST HICKORY","FAIRBURY","IL",2.4,0.66,"Illinois",1,c(-88.497778, 40.753611)
"341","FAIRBURY STP, CITY OF","1000 EAST HICKORY","FAIRBURY","IL",2.4,0.66,"Illinois",1,c(-88.496667, 40.751667)
"342","FAIRBURY STP, CITY OF","1000 EAST HICKORY","FAIRBURY","IL",2.4,0.66,"Illinois",1,c(-88.496667, 40.751667)
"343","CHARLESTON STP, CITY OF","1200 WEST MADISON AVENUE","CHARLESTON","IL",6,3.3,"Illinois",1,c(-88.199444, 39.491667)
"344","CHARLESTON STP, CITY OF","1200 WEST MADISON AVENUE","CHARLESTON","IL",6,3.3,NA,NA,c(-88.205, 39.481667)
"345","JACKSONVILLE STP, CITY OF","1145 N MAIN","JACKSONVILLE","IL",15,7.57,"Illinois",1,c(-90.2325, 39.752222)
"346","JACKSONVILLE STP, CITY OF","1145 N MAIN","JACKSONVILLE","IL",15,7.57,"Illinois",1,c(-90.233333, 39.749722)
"347","JACKSONVILLE STP, CITY OF","1145 N MAIN","JACKSONVILLE","IL",15,7.57,NA,NA,c(-90.208889, 39.688611)
"348","TOLUCA SEWAGE TREATMENT PLANT, CITY OF","WEST OF RAILROAD AT ILLINOIS STATE ROUTE 117","TOLUCA","IL",0.75,0.3,NA,NA,c(-89.143056, 41)
"349","BELLEVILLE STP #1, CITY OF","450 ENVIRONMENTAL DRIVE","BELLEVILLE","IL",16,8,NA,NA,c(-90.050278, 38.568889)
"350","BELLEVILLE STP #1, CITY OF","450 ENVIRONMENTAL DRIVE","BELLEVILLE","IL",16,8,NA,NA,c(-89.976944, 38.497778)
"351","SHELBYVILLE STP, CITY OF","1300 SOUTH HICKORY STREET","SHELBYVILLE","IL",2,0.73,"Illinois",1,c(-88.818056, 39.3925)
"352","SHELBYVILLE STP, CITY OF","1300 SOUTH HICKORY STREET","SHELBYVILLE","IL",2,0.73,"Illinois",1,c(-88.789722, 39.401944)
"353","SHELBYVILLE STP, CITY OF","1300 SOUTH HICKORY STREET","SHELBYVILLE","IL",2,0.73,"Illinois",1,c(-88.786667, 39.407222)
"354","SANGAMON COUNTY WATER RECLAMATION DISTRICT ","3300 MECHANICSBURG ROAD","SPRINGFIELD","IL",37.5,15,"Illinois",1,c(-89.628056, 39.773611)
"355","SANGAMON COUNTY WATER RECLAMATION DISTRICT ","3300 MECHANICSBURG ROAD","SPRINGFIELD","IL",37.5,15,NA,NA,c(-89.583056, 39.792222)
"356","SANGAMON COUNTY WATER RECLAMATION DISTRICT ","3300 MECHANICSBURG ROAD","SPRINGFIELD","IL",37.5,15,NA,NA,c(-89.581944, 39.793611)
"357","SPRING CREEK STP","3000 NORTH 8TH STREET RD","SPRINGFIELD","IL",80,20,NA,NA,c(-89.699444, 39.815)
"358","SPRING CREEK STP","3000 NORTH 8TH STREET RD","SPRINGFIELD","IL",80,20,"Illinois",1,c(-89.676667, 39.810833)
"359","SPRING CREEK STP","3000 NORTH 8TH STREET RD","SPRINGFIELD","IL",80,20,"Illinois",1,c(-89.684722, 39.821389)
"360","SPRING CREEK STP","3000 NORTH 8TH STREET RD","SPRINGFIELD","IL",80,20,"Illinois",1,c(-89.668056, 39.825278)
